_d4287 		today is August sixteenth . 
_d4336 		oh , doggy+woggy going on top of the tower . 
_d4336 		that's Lucy and that's the doggy . 
_d4336 		what's the doggy's name ?
_d4336 		doggy+woggy , hi doggy+woggy ! 
_d4336 		kissing doggy+woggy ? 
_d4336 		you gave him +...
_d4336 		Lucy .
_d4336 		lucybucy , did you give her a new name , lucybucy ?
_d4336 		kiss lucybucy .
_d4336 		the dog is on top of the tower , doggy+woggy's [: doggy+woggy is] on top of the tower ! 
_d4336 		getting a kiss . 
_d4336 		getting a kiss . 
_d4336 		uh , the tower fell down .
_d4336 		you're gonna build a tower again ? 
_d4336 		all+right , let Mommy help you okay , if I hold it it's easier . 
_d4336 		there . 
_d4336 		doggy+woggy was on top of the tower .
_d4336 		playing ?
_d4337 		is Lucy playing with doggy+woggy ? 
_d4337 		oopsy .
_d4337 		yeah , he's sitting , you want him to sit on the tower or near the tower ?
_d4337 		doggy+woggy is on top of Lucy ?
_d4337 		is he balancing there ?
_d4337 		is Lucy sitting on the tower ?
_d4337 		Lucy ! 
_d4337 		yeah ?
_d4337 		I know , I'm just tryina [: trying to] get this in a better spot .
_d4337 		oh , it's alright . 
_d4337 		o:h , play , okay .
_d4337 		let's play .
_d4337 		let's make more towers . 
_d4337 		more towers , honey . 
_d4337 		what's the matter ? 
_d4337 		let's make a tower again . 
_d4337 		is that in your way , I'm sorry . 
_d4337 		okay . 
_d4337 		okay .
_d4337 		oh , there's pictures of elephants there .
_d4337 		kissing elephants ?
_d4338 		kissing your toes . 
_d4338 		oh , Lucy's [: Lucy is] kissing the elephants now ? 
_d4338 		oh .
_d4338 		bump ?
_d4338 		hi elephants . 
_d4338 		hey , what's that , is that a squirrel ? 
_d4338 		what're you ,  you're bumping your head ? 
_d4338 		do you see birds , elephants , squirrels , what else ?
_d4338 		monkeys !
_d4338 		look look , over here , here's some monkeys .
_d4338 		you're gonna kiss the monkeys ?
_d4339 		kissin [: kissing] the monkeys . 
_d4339 		let's make more towers . 
_d4339 		yeah , let's make some towers . 
_d4339 		what ?
_d4339 		away ?
_d4339 		cockadoodledo . 
_d4339 		whatsa [: what's the] matter , boo ? 
_d4339 		Lucy's [: Lucy is] playing with doggy+woggy ?
_d4339 		looks to me like Lucy's [: Lucy is] playing with doggy+woggy .
_d4339 		you're kissing doggy+woggy ? 
_d4339 		oh , what is his name ?
_d4339 		and what's Lucy's name ?
_d4339 		lucybucy ?
_d4339 		yeah .
_d4339 		oh , they're playing together . 
_d4339 		o:h , they're playing together . 
_d4339 		Lucy's [: Lucy is] playing and who do we have here ?
_d4339 		Lucille .
_d4339 		everybody's sitting .
_d4339 		on top .
_d4339 		is this Lucy ?
_d4339 		lucybucy , and who's this ?
_d4340 		and who's this ? 
_d4340 		that's doggy+woggy , and who's this ?
_d4340 		who's this ?
_d4340 		lucybucy , and who's this ?
_d4340 		that's the lego person , who's this , do you remember ?
_d4340 		what's her name ? 
_d4340 		is it Lucille ? 
_d4340 		yeah . 
_d4340 		who's Lucille . 
_d4340 		xxx Lucy and Lucille .
_d4340 		doggy+woggy !
_d4340 		that's Lucy .
_d4340 		lucybu:cy , I mean .
_d4340 		you gave her a new name , she was Lucy and now (.) she's lucybucy . 
_d4340 		nn , I'm going to un+connect these .
_d4340 		can I hold it for you ?
_d4340 		oh , good job . 
_d4340 		that's a black lego .
_d4340 		two black legos . 
_d4340 		nn . 
_d4340 		what is that person's name ?
_d4341 		well , the doggy's name is doggy+woggy . 
_d4341 		what's that lego person's name ? 
_d4341 		dyou [: do you] wanna give that person a name ? 
_d4341 		you can give the person a name . 
_d4341 		does the person have a name ? 
_d4341 		do we have another person ?
_d4341 		Lucille is over there . 
_d4341 		Lucille is over there . 
_d4341 		oh , you want the train ?
_d4341 		and Sleepy Bear , here's Sleepy Bear .
_d4342 		his neck ? 
_d4342 		he has a ribbon around his neck , doesn't he ? 
_d4342 		nn .
_d4342 		thank you for the train .
_d4342 		you want Sleepy Bear to have a train massage ?
_d4342 		I think that's what you want , okay .
_d4342 		Naima's [: Naima is] having a train (.) crawling up her   belly  . 
_d4342 		chchchch     .
_d4342 		what (.) goes ?
_d4342 		I see some rings on the floor too , I see a red ring and I see a blue ring .
_d4342 		yep [: yes] that's the red one .
_d4343 		and I see a purple ring too . 
_d4343 		dyou [: do you] see a purple one ? 
_d4343 		that's purple , actually I can't see it , that's the blue one .
_d4343 		that's the blue one . 
_d4343 		that's the red one . 
_d4343 		happened doggy+woggy ?
_d4343 		what happened to doggy+woggy ?
_d4343 		thank you .
_d4343 		play legos . 
_d4343 		okay baby .
_d4343 		Mommy's gonna play legos . 
_d4343 		here's two: black legos and here are two: green legos and here are two: red legos and here are two: friends . 
_d4343 		and here are two: green legos . 
_d4343 		and here are two rings that are different colors . 
_d4343 		two .
_d4343 		kissing kissing doggy+woggy ? 
_d4343 		does doggy+woggy like to have kisses ? 
_d4344 		what flower ? 
_d4344 		those are legos . 
_d4344 		we were talking about different flowers' names today . 
_d4344 		you , you were asking what all the flower names were .
_d4344 		you remember ? 
_d4344 		you said flower name . 
_d4344 		did Daddy tell you the flower's name ? 
_d4344 		I think you and Daddy saw some co:smos in the garden . 
_d4344 		what other kinds of flowers didjou [: did you] see ? 
_d4344 		what kind of flowers ?
_d4344 		borridge flowers ?
_d4344 		I think you +...
_d4344 		cosmos !
_d4344 		those are big flowers , the cosmos flowers . 
_d4344 		didjou [: did you] see: (.) goldenrod ? 
_d4344 		Daddy tell you bout [: about] the flowers we were looking at , didjou [: did you] see petunias ?
_d4344 		yeah .
_d4344 		Daddy showed you the petunias , right ? 
_d4344 		what other kinds of flowers didjou [: did you] see ?
_d4345 		didjou [: did you] see any roses ? 
_d4345 		you saw roses ,  ? 
_d4345 		yeah , black eyed susans . 
_d4345 		Daddy susans ? 
_d4345 		and sweet peas , and marigolds .
_d4345 		is he playing legos ? 
_d4345 		thank you .
_d4345 		doggy+woggy has a silly hat on .
_d4345 		Naima's finger . 
_d4345 		you putting your finger on the lego ? 
_d4345 		yes , we saw some people (.) who were under an umbrella . 
_d4345 		we used an umbrella today , didn't we ? 
_d4345 		when it was raining .
_d4345 		you have legos on your fingers .
_d4345 		oops . 
_d4345 		Naima's finger . 
_d4345 		Daddy used an umbrella too .
_d4345 		you were under an umbrella and there were other people under an umbrella .
_d4346 		cause [: because] it was really raining today . 
_d4346 		it was raining , and it was windy .
_d4346 		the wind was blowing .
_d4346 		and it was raining . 
_d4346 		did it stop raining ?
_d4346 		it stopped raining .
_d4346 		right ?
_d4346 		you were playing at the play+ground .
_d4346 		you were playing at the play+ground .
_d4347 		who got wet ? 
_d4347 		Daddy got wet ?
_d4347 		Naima got wet .
_d4347 		you were wearing your swimsuit .
_d4347 		and you got all wet ! 
_d4347 		Daddy pressed a button to make the sprinkler go on , didn't he ? 
_d4347 		Naima got wet .
_d4347 		you +...
_d4347 		what ?
_d4347 		in the other room there're some voices , I hear them too .
_d4347 		you hear the other people ?
_d4347 		kiss people ?
_d4348 		we don't even know those people . 
_d4348 		should I put this lego on here ? 
_d4348 		there ! 
_d4348 		where did Daddy go , dyou [: do you] know ? 
_d4348 		he went to go get an umbrella ? 
_d4348 		Daddy went for a walk . 
_d4348 		up . 
_d4348 		the rings are going in between your legs ! 
_d4348 		when Daddy gets back we're going to go somewhere . 
_d4348 		bouncy ride ?
_d4348 		is he playing ?
_d4348 		oh , he's +...
_d4348 		uh  !
_d4348 		Sleepy Bear's [: Bear is] kicking the legos .
_d4349 		he's playing . 
_d4349 		he's kissing Naima . 
_d4349 		Sleepy Bear's [: Bear is] kissing the lego person . 
_d4349 		Naima's [: Naima is] kissing the lego person ,  . 
_d4349 		uh: , hug ,  . 
_d4349 		hug ! 
_d4349 		hug Sleepy Bear . 
_d4349 		you're hugging the lego person , he's so tiny , it's hard to hug him .
_d4349 		teeny tiny .
_d4349 		teeny tiny . 
_d4349 		who's skinny ? 
_d4349 		grandma's skinny ?
_d4349 		cause [: because] grandma sang something to you about being skinny ? 
_d4349 		and it fit because it was a long skinny rock , and did she help you water plants , did grandma help you water some plants ?
_d4350 		the other day , day before yesterday . 
_d4350 		what was Mommy saying ?
_d4350 		singing or saying ?
_d4350 		was grandma saying something to Mommy ? 
_d4350 		yes ?
_d4350 		a long and skinny rock and it fit into that (.) toy , didn't it ? 
_d4350 		it had a narrow spout , I think . 
_d4350 		I think grandma helped you find rocks that would fit in there . 
_d4350 		is Sleepy Bear sleepy , Naima ? 
_d4350 		hnn .
_d4350 		hug Sleepy Bear .
_d4350 		who's teeny weeny ?
_d4350 		that is a teeny weeny person !
_d4350 		are you gonna sing to the teeny weeny person ?
_d4350 		you're hugging , hug Sleepy Bear .
_d4350 		you're hugging your train ?
_d4350 		oh ! 
_d4350 		thank you .
_d4350 		what about Sleepy Bear's neck ? 
_d4350 		Daddy train ? 
_d4350 		oh , you're massaging Sleepy Bear with the train , huh ? 
_d4350 		that's right , Daddy was helping you do that . 
_d4350 		that's very funny .
_d4350 		yeah , yes ?
_d4351 		and up Naima's belly ,  , the train , dyou [: do you] think the train will fit in this pocket on your overalls ? 
_d4351 		nn , sort of , where's the lego person ? 
_d4351 		the lego person will fit better . 
_d4351 		in your pocket . 
_d4351 		let's see . 
_d4351 		here's the pocket , can you put the lego person in there ? 
_d4351 		yeah ! 
_d4351 		he doesn't really fit that well , does he ?
_d4352 		there ! 
_d4352 		hnn , he's in your pocket ! 
_d4352 		the train won't fit , I think .
_d4352 		I think that lego person might need to breathe , yes , that train is too big .
_d4352 		what color is that zipper , Naima ?
_d4352 		what color is the zipper ?
_d4352 		dyou [: do you] remember the name of that color ?
_d4352 		oh , you really wanna put the person in there , huh ?
_d4352 		okay , there . 
_d4352 		you want me to take him out ?
_d4352 		there . 
_d4352 		are you sleepy ?
_d4352 		close it , you want me to close it ? 
_d4352 		you want me to zip it closed ? 
_d4352 		come here and I'll zip it closed ,  you're doing it ,  good job , you know how to do that . 
_d4352 		I didn't , don't think I knew that you knew how to do that . 
_d4352 		whatcha [: what are you] givin [: giving] me ?
_d4352 		it's almost your dinner time , I think . 
_d4352 		Naima is playing .
_d4352 		where's doggy+woggy ?
_d4352 		roof , hi Naima . 
_d4352 		can he ride the train ?
_d4352 		I'm riding the train , roof roof roof roof roof ! 
_d4352 		woof woof woof . 
_d4352 		hula hula hula hula hula hula  . 
_d4352 		where did we have lunch today , dyou [: do you] remember ?
_d4352 		with Daddy , where did we have lunch ? 
_d4352 		dyou [: do you] remember ? 
_d4352 		where ? 
_d4352 		we had lunch at a (.) restaurant . 
_d4352 		yeah , you heard some voices . 
_d4352 		yeah , there's some people in that living room over there . 
_d4352 		yeah , I'm , I'm rubbing your foot a little bit . 
_d4352 		I'm massaging your foot just a little bit . 
_d4352 		other foot ? 
_d4352 		you want me to massage that foot ?
_d4352 		okay . 
_d4352 		this foot too ? 
_d4352 		dyou [: do you] wanna lie down and I can massage your feet ? 
_d4352 		let's take this off . 
_d4352 		all+right ? 
_d4352 		yeah , there are some voices .
_d4352 		in the other room .
_d4352 		here lie down (.) on the floor . 
_d4352 		I can give you a foot massage if you want . 
_d4352 		you can just relax . 
_d4352 		nn . 
_d4353 		you hear the voices ? 
_d4353 		were you listening ? 
_d4353 		was Naima listening ? 
_d4353 		who's in your pocket ?
_d4353 		there's a person in your pocket .
_d4353 		I know , a little lego person . 
_d4353 		maybe the lego person is sleeping in your pocket . 
_d4353 		hnn   . 
_d4353 		is that a good place to sleep ? 
_d4353 		in your pocket ? 
_d4353 		it looks comfy .
_d4353 		you want me to take him out ?
_d4353 		yeah , okay . 
_d4353 		are you sleeping lego person ? 
_d4353 		hula hula Daddy .
_d4353 		Daddy was saying hula hula to you . 
_d4353 		he was saying , he was bouncing you on his belly saying hula hula hula hula hula hula  . 
_d4353 		I think he was . 
_d4353 		what are you doing ?
_d4353 		o:h , ticklish ?
_d4353 		okay .
_d4353 		what game ?
_d4353 		which ,  there is a game in the other room .
_d4354 		it's called ,  there's a checkers game and there's also a chess game . 
_d4354 		cap ? 
_d4354 		grownups game , did Daddy say it's a game just for grownups ?
_d4354 		is that what he said ? 
_d4354 		you still want me to rub your foot a little bit , okay . 
_d4354 		okay . 
_d4354 		this is relaxing , isn't it ? 
_d4354 		you have a very relaxed foot . 
_d4355 		what ? 
_d4355 		oh , I think we have a very wet diaper here . 
_d4355 		okay , you know what , I think we're gonna have_to stop .
_d4355 		that's Mommy's comb !
_d4355 		Mommy has to put a shirt on .
_d4355 		what ?
_d4355 		no , let's leave that on .
_d4355 		down .
_d4355 		are you gonna comb your own hair ?
_d4356 		are you gonna comb your own hair ? 
_d4356 		you can comb your own hair if you want to .
_d4356 		you can comb your own hair . 
_d4356 		yeah ?
_d4356 		okay , hold on just a second . 
_d4356 		you know howda [: how to] comb your own hair though .
_d4356 		are you gonna comb your hair ?
_d4356 		comb , comb .
_d4356 		comb your hair , little baby . 
_d4356 		all+right , comb my hair then . 
_d4356 		I will comb my hair . 
_d4356 		can I have it ? 
_d4356 		yunna [: you going to] watch me comb my hair ? 
_d4356 		we're gonna go have breakfast in a minute . 
_d4356 		you can have more breakfast .
_d4356 		you want to run around ?
_d4356 		well , you can do that too . 
_d4356 		it looks like it's a nice , sunny day outside . 
_d4356 		you gonna run around ? 
_d4356 		we need to put some clo:thes on .
_d4356 		oh you want the comb , you wanna comb Sleepy Bear's fur maybe ? 
_d4356 		you wanna comb Sleepy Bear's fur ? 
_d4356 		let's see .
_d4356 		are you eating that comb ?
_d4356 		you want me to comb your hair ?
_d4357 		okay . 
_d4357 		there , there .
_d4357 		how bout [: about] Sleepy Bear , his hair needs to be , his fur needs to be combed .
_d4357 		can you do it ? 
_d4357 		wanna comb Sleepy Bear's fur ? 
_d4357 		he has nice fur ! 
_d4357 		now he looks very nice . 
_d4357 		he's ready to start the day . 
_d4357 		how bout [: about] +..?
_d4357 		thank you .
_d4357 		again ?
_d4357 		I'm combing his fur . 
_d4357 		I'm combing your hair . 
_d4357 		now I'm combing +...
_d4357 		nn .
_d4357 		lotion , yup [: yes] , that's lotion .
_d4357 		nursie lotion .
_d4358 		well , you could call it that . 
_d4358 		be careful on the edge of the bed there ,  , is there a book on the floor ?
_d4358 		is there really a book on the floor ?
_d4358 		oh+my+goodness ! 
_d4358 		oh+my+goodness gracious me ! 
_d4358 		gracious me .
_d4358 		the book ?
_d4358 		you want the book to look at ? 
_d4358 		maybe you can find the picture where she's putting the rings , stacking the rings . 
_d4358 		there's a picture where she's stacking the rings , right ? 
_d4358 		oh+my+goodness ! 
_d4358 		Naima ! 
_d4358 		oh+my+goodness , said Mommy .
_d4358 		is it gonna be warm enough for you to wear shorts today , do you wanna wear shorts ? 
_d4358 		what happened , what happened to the book ?
_d4358 		what happened to the book ?
_d4358 		we have_to put some clothes on you so we're gonna have to  .
_d4358 		get the book ?
_d4359 		get it a book ! 
_d4359 		get it a book !
_d4359 		I will get it the book .
_d4359 		get the book Mommy , all+right .
_d4359 		here it is !
_d4359 		okay , sit down please .
_d4359 		sit down .
_d4359 		all+right .
_d4360 		now . 
_d4360 		oh , are there penguins on this shirt , huh !
_d4360 		this suit has penguins on it . 
_d4360 		one , two , three , four , five penguins ! 
_d4360 		didjou [: did you] kiss them ?
_d4360 		nn .
_d4360 		we're gonna put it on , do you know how to put the suit on ? 
_d4360 		yeah , that's the right idea . 
_d4360 		whoa , okay .
_d4360 		you are full of (.) vim and vigor this morning , vim and vigor .
_d4360 		vim and vigor and vinegar . 
_d4360 		pith and vinegar . 
_d4360 		vim and vigor . 
_d4360 		pith and vinegar . 
_d4360 		vim and vigor . 
_d4360 		vim and vigor . 
_d4360 		you are full of (.) vim and vigor . 
_d4360 		vim and vigor ! 
_d4360 		what're [: what are] you full of ? 
_d4360 		vim and vigor ! 
_d4360 		what're [: what are] you full of this morning ? 
_d4360 		vim and vigor ! 
_d4360 		sit up for a second . 
_d4360 		is that what it is ?
_d4360 		what is it ?
_d4360 		vigor .
_d4360 		vim and vigor ! 
_d4360 		but I'm saying vim and vigor . 
_d4360 		penguins ! 
_d4360 		you're full of vim and vigor and penguins this morning . 
_d4360 		vim and vigor ! 
_d4360 		yes ?
_d4360 		what , tickle , vim and vigor ,  you like the tickly part ?
_d4360 		vim and vigor ! 
_d4360 		Naima's [: Naima is] full of (.) vim and vigor ! 
_d4360 		vim and vigor ! 
_d4360 		vim !
_d4360 		vim ! 
_d4360 		vim and vigor !
_d4360 		bucket ?
_d4360 		bucket float ? 
_d4360 		Dadaji and Babaji are on vacation .
_d4360 		and we're on vacation but we're not with them on vacation . 
_d4360 		they took a plane to go on their vacation , they went to alaska .
_d4360 		Mommy and Daddy and Naima are in (.) Maine . 
_d4360 		welcome to Maine , that's right !
_d4360 		welcome to Maine !
_d4360 		guy guy guy , guy guy guy guy ?
_d4360 		guy guy guy , guy guy guy guy guy ? 
_d4360 		what is on your tooth there ?
_d4360 		oh that's cheese from this morning .
_d4360 		another tooth is coming through ! 
_d4360 		you have more teeth there , i see some eye teeth . 
_d4360 		eye teeth .
_d4360 		really ?
_d4360 		Naima's [: Naima is] full of vim and vigor this morning , Daddy .
_d4360 		vim and vigor or vinegar ? 
_d4360 		pith and vinegar ! 
_d4360 		nursing Mommy !
_d4361 		boy , boy ! 
_d4361 		exactly ,  boy ,  boy .
_d4361 		you know , this we +...
_d4361 		odd , are you an odd person ?
_d4361 		yeah , you still say it , but a lion , you can say that word .
_d4361 		ye:s , a lion growls .
_d4361 		rar .
_d4361 		odd game ?
_d4362 		oh , you like playing an odd game ? 
_d4362 		rar , hey , that's my microphone you got there . 
_d4362 		you know what , you can't play there .
_d4362 		on that bed rail , that's not safe . 
_d4362 		sorry about this . 
_d4362 		okay .
_d4362 		xxx .
_d4362 		oh good , we can go have breakfast now . 
_d4362 		um , need more food for her . 
_d4362 		then what +...
_d4362 		are you recording right now ?
_d4362 		yeah . 
_d4362 		wet ,  Daddy's towel is wet .
_d4362 		Daddy's wet towel is on the floor .
_d4362 		Daddy's towel is wet . 
_d4362 		Daddy's not wet .
_d4362 		thank you for reminding me and I will dry it now .
_d4362 		um , yes , we must go , we need more food for her .
_d4362 		make sure to turn all this off .
_d4362 		don't balance by the edge of the bed .
_d4363 		please ! 
_d4363 		yeah , no , Naima turn around and get down slowly .
_d4363 		Daddy's looking for Mommy's comb .
_d4363 		Mommy's comb is here , Daddy . 
_d4363 		Mommy's comb , see ? 
_d4363 		Daddy's gonna use it .
_d4363 		all+right . 
_d4363 		other side ?
_d4363 		give me the +...
_d4363 		you can put that in your pocket , right ?
_d4363 		yeah .
_d4363 		you have it on f one ?
_d4364 		yeah . 
_d4364 		we'll need about ten or fifteen minutes .
_d4364 		name the flowers , let's see .
_d4364 		dyou [: do you] remember these ?
_d4364 		seedum , up there that's seedum , remember ? 
_d4364 		and these ? 
_d4364 		petunias . 
_d4364 		petunias , purple petunias , dark purple and light purple petunias . 
_d4364 		you like to see the (.) names of these things , dontcha [: don't you] ? 
_d4364 		you're into the names of everything , people and flowers and +... 
_d4364 		here we are again .
_d4364 		here we are again at the flower garden . 
_d4364 		actually there's some tomatoes there too . 
_d4364 		these are carrots , I think , growing in the ground .
_d4364 		right here . 
_d4364 		yeah , poppies .
_d4365 		poppy . 
_d4365 		pop pop poppy .
_d4365 		yeah .
_d4365 		look at all those . 
_d4365 		yeah another poppy's  over there .
_d4365 		you wanna see more poppies , okay , let's go .
_d4365 		Mommy , what's Mommy doing ?
_d4366 		see , these are poppy pods , these are (.) seed pods for poppies here . 
_d4366 		these big green things . 
_d4366 		and back there are beans , scarlet runner beans . 
_d4366 		nn .
_d4366 		you wanna see poppies over here , okay . 
_d4366 		yeah , you like those , dontchou [: don't you] ?
_d4366 		what are those ?
_d4366 		water , where ?
_d4366 		this morning  water in  .
_d4366 		oh this morning there was water . 
_d4366 		oh I see . 
_d4366 		yeah . 
_d4366 		there was water , this morning there was water collecting . 
_d4366 		seed pods , seed pods .
_d4366 		remember what these are ? 
_d4366 		no , they're not roses , remember look at the leaves . 
_d4366 		see they're hairy , remember you called this hairy . 
_d4366 		you said these were hairy . 
_d4366 		and that means these are +... 
_d4366 		xxx roses , cosmos !
_d4366 		are they roses ?
_d4366 		no , they're cosmos ! 
_d4366 		cosmos , yeah . 
_d4366 		more poppies .
_d4366 		more poppies please ! 
_d4366 		I don't know what those purple ones are . 
_d4366 		they're beautiful , dark purple . 
_d4366 		and some double poppies , these are single poppies with the single petals , these are double poppies , see they're fluffy , hairy almost . 
_d4366 		you wanna run around ?
_d4366 		you wanna run around ?
_d4366 		you wanna run around ? 
_d4366 		where you running around in the hay ?
_d4366 		can't we adjust it so it +...
_d4366 		purple flowers .
_d4366 		purple flowers and we don't know the name , we should . 
_d4366 		they're very common , what're [: what are] these ? 
_d4366 		oh those are hostas . 
_d4366 		hostas !
_d4366 		yeah another flower , those are white .
_d4367 		uh , those are buoy , those are lobster buoys , Naima . 
_d4367 		bugs , yeah Daddy's getting eaten by bugs here . 
_d4367 		yeah .
_d4367 		what kind of bugs bite people ? 
_d4367 		wanna sit ?
_d4367 		yes , baby ? 
_d4367 		you wanna bouncy ?
_d4367 		it does not bounce at all .
_d4367 		okay , you can sit . 
_d4367 		yeah , picnic table .
_d4367 		there's only one picnic table here , this one .
_d4368 		one picnic table . 
_d4368 		yeah , there are chairs over there .
_d4368 		it's a nice day , isn't it ? 
_d4368 		it's beautiful day . 
_d4368 		Naima , what're you doing ? 
_d4368 		what're you doing , Naima ? 
_d4368 		Mommy wants to know whatchour [: what you are] doing . 
_d4368 		are you hiding ? 
_d4368 		are you hiding , no , you're playing with the buoy . 
_d4368 		be careful there , girl . 
_d4368 		yeah , you can get in . 
_d4368 		just be careful . 
_d4368 		nother [: another] bench , nother bench .
_d4368 		ant .
_d4368 		that ant is running around .
_d4368 		down , where ?
_d4369 		oh , the ant went down , did it ? 
_d4369 		did it ?
_d4369 		yeah ?
_d4369 		the ant was on the table , it was on the table .
_d4369 		it was ,  Naima's [: Naima is] sitting on the table ?
_d4369 		you're sitting on the bench . 
_d4369 		table table . 
_d4369 		Mommy's sitting over there . 
_d4369 		doggies , what doggies ? 
_d4369 		where's a doggie ?
_d4370 		I don't see a doggie , miss boo . 
_d4370 		did you see a doggie wearing a purple suit today ? 
_d4370 		I see a little girl doggie . 
_d4370 		I'm watching you .
_d4370 		Naima what ? 
_d4370 		watch Mommy ?
_d4370 		is Mommy watching Naima or is Naima watching Mommy ? 
_d4370 		are you getting stuck ? 
_d4370 		I'm watching Naima , I'm watching Naima ! 
_d4370 		Mommy's watching you , you getting down ? 
_d4370 		are you climbing ? 
_d4370 		xxx climbing .
_d4370 		oh , didjou [: did you] get stuck ?
_d4371 		o:h , you got stuck , little girl . 
_d4371 		you got stuck ! 
_d4371 		that's a lobster buoy . 
_d4371 		that's a lobster buoy .
_d4371 		that goes in the water . 
_d4371 		yeah . 
_d4371 		they throw that in the water to keep an eye on (.) where their lobster traps are . 
_d4371 		oh , was there a chipmunk in there ?
_d4371 		did the chipmunk run in there ? 
_d4371 		yesterday , I think , maybe , yeah , yesterday I think a chipmunk did run in there . 
_d4371 		xxx the other barn .
_d4371 		oh , the other barn .
_d4371 		chipmunk was running ?
_d4371 		chipmunk was running ?
_d4372 		yeah , there's a lot of stuff in there , isn't there ? 
_d4372 		chipmunk ran in but there's a lotta [: lot of] stuff in there .
_d4372 		mostly junk . 
_d4372 		junky stuff . 
_d4372 		junky stuff .
_d4372 		junky stuff .
_d4372 		hey , hi honey bunny .
_d4372 		that's a big wagon wheel .
_d4372 		xxx wagon wheel ! 
_d4372 		it's a big wagon wheel , it looks very old . 
_d4372 		careful !
_d4372 		yeah , don't knock it down . 
_d4372 		oh , the baby's running away ! 
_d4372 		oh , baby !
_d4372 		you're really good at going down stairs now , Naima . 
_d4372 		yeah , the chipmunk ran away .
_d4372 		junky stuff .
_d4372 		junky stuff .
_d4372 		yeah , there's a lot of junky stuff in there . 
_d4372 		hi , baby !
_d4372 		pretty flowers !
_d4372 		hey , yeah , I was trying to remember what those +...
_d4372 		pretty flowers , now she's using pretty quite regularly .
_d4372 		oh , that stuff is called ,  +...
_d4372 		Mommy would know .
_d4373 		Daddy doesn't . 
_d4373 		I think that's called queen of the prairie , but I'm not sure .
_d4373 		queen of the prairie !
_d4373 		Naima ! 
_d4373 		hostas , I see hostas .
_d4373 		big wagon wheel , that's the wheel of a big wagon .
_d4373 		it's a big wagon wheel .
_d4374 		careful girl ! 
_d4374 		see , that could've fallen on you . 
_d4374 		and made you f:eel mighty bad . 
_d4374 		mighty bad .
_d4374 		mighty bad . 
_d4374 		oops . 
_d4374 		you're running up the ramp , Daddy's gonna come after you . 
_d4374 		oh my god ! 
_d4374 		what happened ,  that's a spider , that's a spider , girl . 
_d4374 		are you scared of spiders ?
_d4374 		are you afraid of spiders (.) at such a young age ?
_d4374 		spiders ?
_d4374 		okay , baby .
_d4374 		see , it's right there . 
_d4374 		it's right there . 
_d4374 		yeah , yeah , yeah .
_d4374 		whaddayou [: what do you] wanna see now ?
_d4374 		spider .
_d4374 		Naima , what did you see ?
_d4374 		spider .
_d4374 		I'm asking Naima .
_d4374 		oh , she knows .
_d4374 		Naima , what did you see ? 
_d4374 		Mommy wants to know what you saw . 
_d4374 		tell Mommy .
_d4374 		spider . 
_d4374 		there , there it is , there .
_d4374 		yeah , spiders live on webs .
_d4375 		they wait for flies and things . 
_d4375 		you wanna see ?
_d4375 		anything . 
_d4375 		yeah . 
_d4375 		it should just make it better , not worse .
_d4375 		okay , sweetie , it's okay .
_d4375 		wow , wow , wow , wow !
_d4375 		now you wanna go down and see it again ?
_d4376 		see ! 
_d4376 		whatsa [: what's the] matter ?
_d4376 		bye bye , spider .
_d4376 		bye bye , spider .
_d4376 		other spiders , you wanna find other spiders now ?
_d4376 		you wanna , you wanna , see the (.) whole class of spiders ?
_d4377 		other_a , other_a . 
_d4377 		other_a , other_a . 
_d4377 		other_a , other_a . 
_d4377 		that's a noisy car , isn't it ? 
_d4377 		that was a big fly . 
_d4377 		big fly was down there . 
_d4377 		and then it , then it flew away !
_d4377 		another fly ?
_d4377 		just another fly in Maine .
_d4377 		what is it , I don't know , let me see .
_d4378 		this is ,  that's a ho:le , I don't know why that hole is there . 
_d4378 		it's a hole in the stairs . 
_d4378 		I don't know why . 
_d4378 		it's just there . 
_d4378 		yeah , a hole .
_d4378 		Mommy , Mommy , Mommy , Mommy . 
_d4378 		hi .
_d4378 		Daddy Daddy doody ?
_d4378 		peek+a+boo .
_d4379 		what ? 
_d4379 		oh , more spider webs , that's a spider web . 
_d4379 		xxx .
_d4379 		that's a web .
_d4379 		bye bye web , okay .
_d4379 		careful , pay attention !
_d4379 		you haveta +...
_d4379 		that's other web , yeah , that's it the other web . 
_d4379 		oops . 
_d4379 		bye bye other .
_d4379 		you wanna see it again ?
_d4379 		there's no spider , just the web , spiders make webs .
_d4379 		so there must have been a spider here once . 
_d4379 		but there's no spider now , no spider , just a web .
_d4379 		up where , where're [: where are] we going ?
_d4379 		oops .
_d4379 		what ?
_d4379 		we can finish the taping .
_d4379 		okay . 
_d4380 		Mommy's wearing clothes without a pocket today . 
_d4380 		that's a problem . 
_d4380 		oh , are you gonna stand on that box now ? 
_d4380 		do you love to stand on that box ?
_d4380 		I know , you don't , but you know once it's on you can forget about it .
_d4380 		oh , no , you know what , we're gonna leave it on for now .
_d4380 		&aw ! 
_d4380 		on , please . 
_d4380 		where's the person , where didjou [: did you] put the little person ? 
_d4380 		where didjou [: did you] put the person ? 
_d4380 		come on , boo . 
_d4380 		&aw , let's just try one more time .
_d4380 		can you find the person , I wanna play the odd game , I wanna play the odd , I wanna play the odd game .
_d4380 		where's the person ?
_d4381 		where's the person ? 
